title,date,lead,subtitle,tags,body
" ""Jueces de Chamical, les imploro que hagan justicia""",2023-04-11T05:00:58-03:00,"La joven pidió a la Cámara de Civil, Comercial de Minas, Criminal y Correccional que tenga celeridad en la causa.",El pedido de una víctima de intento de femicidio en La Rioja,['La Rioja'],"['El juez de la Cámara Civil, Comercial de Minas, Criminal y Correccional de la Tercera Circunscripción de Chamical, que preside Pablo Ricardo Magaquian, debe resolver la situación de\xa0Cristian Mario Ochoa,\xa0que el 7 de enero intentó asesinar a su pareja cuando ella fue a recoger sus cosas del domicilio que compartían, porque el día anterior su pareja la había golpeado. Ése fatídico día recibió varias puñaladas por la que tuvo que ser hospitalizada.\xa0', 'Como.consecuencia de las puñaladas, tiene secuelas en su voz, riñón y pulmones y tiene que realizarse una cirugía en sus cuerdas vocales. El fiscal en turno en feria, Gerardo Luna Corzo, ordenó\xa0 avanzar en la causa por el delito de ""Tentativa de femicidio en grado de flagrancia"".', 'Desde su cuenta de Facebook Marisol Castro pide a “los jueces de Chamical que actúen para que el potencial femicida no logre su objetivo de quitarle la vida”. “Hoy puedo pedir justicia, por favor no esperen que me convierta en un número más, no dejen que me convierta en una muerta más. Jueces de Chamical, les imploro que hagan justicia y me den una noche de paz, una noche sin miedo. Les imploro que después de 3 meses me regalen una noche sin miedo de ser asesinada”, escribió la joven y compartió un formulario para recoger firmas y recibir el acompañamiento de la comunidad chamicalense en su pedido de agilidad en la causa.\xa0', 'El abogado de la joven, que egresó de la Policía, Matías Moyano explicó a La Rioja/12 que el juez de Cámara Magaquian debe resolver 5 presentaciones que incluyen planteos de nulidad por parte de la defensa de Ochoa y desde la querella el cambio y ampliación de la imputación. Según el letrado también\xa0hubo privación ilegítima de libertad y ensañamiento. Cuando la joven junto a sus amigas\xa0 fue a buscar sus pertenencias en el departamento que compartían con Ochoa, este comenzó a realizarse varios cortes por lo que se abalanzaron sobre él que logró sacarlas del lugar y encerró a la mujer. ', '\n', 'Moyano también comentó que pidió el traslado de Ochoa desde la comisaría de Chamical a la Alcaidía de la Capital. En este sentido afirmó que Marisol Castro debe pasar por una revisión médica y retomar su trabajo en la Regional que está ubicada al lado de la comisaría donde está detenido, el que intentó matarla hace unos meses, situación que genera preocupación.\xa0']"
Caso Arcoíris: la vulneración de los derechos de la niña,2023-04-07T01:17:16-03:00,"En el marco de las audiencias públicas de Cuyo que realizó la Defensoría del Público, la mediatización de los casos en los que las niñeces atraviesan violencia sexual o maltrato, fue una de las preocupaciones recurrentes.","Diálogo con Miriam Lewin, defensora del Público","['La Rioja', 'Caso Arcoiris']","['En diálogo con La Rioja 12, Miriam Lewin, defensora del Público, explicó cuál es el rol de la institución que encabeza y cuál fue su incursión en este tipo de casos: “en la Defensoría del Público nos ocupamos de recibir reclamos de las audiencias por temáticas variadas relacionadas con medios de comunicación audiovisual. Entre ellas, género, infancias, y libertad de expresión”, comentó y sostuvo que “el caso Arcoíris se relaciona con esas temáticas: una niña presuntamente abusada, de la criminalización de su madre en medios, y de actos reñidos con el libre desempeño de su profesión de una periodista mujer”.', 'La defensora del público consideró que “las acciones judiciales en contra de este derecho constituyen un antecedente riesgoso, por eso, hemos dado curso a los reclamos recibidos sobre contenidos referidos al caso en medios de comunicación que vulneran los derechos de la niña, y además, hemos accionado en apoyo y defensa del derecho de la prensa a informar responsablemente sobre el caso”, djo. ', 'Lewin alertó que “en general, notamos que en casos de abuso sexual en algunas coberturas se brindan datos que permiten identificar a las víctimas mediante publicación de imágenes o información que indica su domicilio o entorno”, y advirtió que “a veces se publican detalles escabrosos del abuso”.', 'Lewin comentó que desde su rol de periodista es “consciente de que en ocasiones son miembros del entorno afectivo de les niñes quienes desean hacer público el caso para promover la acción de la justicia o como reparación, en el plano subjetivo, pero es responsabilidad de quienes trabajan en comunicación hacerles comprender las consecuencias que esto puede tener en la superación de la situación traumática”. Además remarcó que es posible que operadores judiciales o policiales revelen datos, “que no deben ser divulgados.”', 'En este sentido la defensora del público recomendó “velar por el respeto a todos los derechos que establecen la Convención sobre los Derechos del Niño y la Ley 26.061, que incluyen respetar el interés superior del niñe, el derecho a opinar y ser oído, el derecho a la dignidad”. Por otro lado expuso que “es adecuado evitar la estigmatización y criminalización de la víctima de abuso sexual y su entorno.”', 'Miriam Lewin recomienda “recurrir a especialistas en casos de abuso sexual en la infancia, para divulgar las características específicas del abuso en general, y evitar especulaciones sobre cada caso puntual.” Instó a tener siempre en cuenta la asimetría de poder y evitar las especulaciones"". También plasmó la importancia de “eludir las argumentaciones basadas en el supuesto Síndrome de Alienación Parental, y manifestar la eficacia de las pericias y la improbabilidad de que un niño o niña sostenga una mentira, teniendo en cuenta también el fenómeno del backlash, que registra la posibilidad de que una víctima, ante la presión del entorno se desdiga.”', 'Lewin, que entre muchos de sus trabajos realizó la destacada investigación que reveló los abusos sexuales del Padre Grassi, explicó que “la posibilidad de que se informe responsablemente sobre el fenómeno de abuso sexual en la infancia, incluyendo los recursos accesibles para la población para su prevención, detección y denuncia en cada cobertura son de una importancia tal que no pueden ni deben ser obstaculizados con medidas judiciales que entorpezcan la tarea del periodismo”.', '\n', 'En este sentido alertó que “cuando esto incluye la censura previa y el secuestro de herramientas de trabajo, como en el caso Arcoíris y otros, no se está defendiendo el interés superior del niño o niña, sino que se está afectando la libertad de expresión, en contra de lo que establecen instrumentos internacionales suscriptos por la Argentina”.\xa0']"
"Sangre, sudor y lágrimas II ",2023-04-06T05:00:28-03:00,Quintela reconoció que la mora del Gobierno nacional condicionó el aumento a los estatales. ,"Catamarca, provincia muy similar a La Rioja recibe un punto más de coparticipación",[],"['- A un medio local, el gobernador riojano dijo: ""Los fondos no están viniendo a la provincia regularmente y Nación tiene una deuda importante, por tanto tenemos serias dificultades para cumplir con los salarios y con este aumento"".', '- Quintela se refería a la coparticipación federal y extracoparticipación, los dos rubros que rigen la vida de los riojanos. En la extracoparticipación, el presupuesto ""FMI"" de Alberto destinó 25 mil millones anuales, Quintela negoció en el Congreso y logró incrementarlo a 47 mil millones. Pero no están llegando regularmente. Alberto se ajusta a los 25 mil proyectados. Aquí manda el FMI.', '- Catamarca, provincia muy similar a La Rioja en lo social y económico, recibe un punto más de coparticipación. Por lo tanto estos recortes no se sienten como en La Rioja.', '- De modo que el gobierno de Quintela, aliado incondicional del gobierno nacional, está comenzando a sufrir los recortes a un mes de las elecciones provinciales del 7 de Mayo, y sin que haya comenzado siquiera la discusión por la presidencia en octubre. Porque aquí manda el FMI.', '- Para tapar los huecos, Quintela anunció un reordenamiento del gasto estatal. ""Trabajamos en un ajuste en todas las áreas de la administración pública provincial, reestructuración de la inversión o el gasto público», explicó anoche. Además, pidió a los docentes y médicos en conflicto que vuelvan al trabajo. ""Se dio lo que se pudo"", dijo el gobernador, apuntando a los incumplimientos de la Nación. ', '- Sobre el impacto de esta asfixia en las elecciones del 7 de Mayo, no se puede dimensionar. Probablemente no cambie demasiado la dirección del voto, repartido entre el peronismo y la oposición tradicional, muy debilitada, que en este caso se volvió a dividir entre macristas y libertarios.', '- Pero se está generando una deuda política muy grande de Alberto Fernández con el peronismo riojano. Mencionar la reelección de AF suena a chiste de mal gusto en la sede del PJ, la Casa de Todos, y en la sede del Gobierno, la Casa de las Tejas. Aquí en La Rioja el apoyo va a ir para otra fórmula del FDT, eso es seguro.']"
La mató y se suicidó,2023-04-05T17:25:28-03:00,Primer femicidio del año en La Rioja.,Estaba denunciado pero para la Justicia no había delito,"['femicidio', 'La Rioja']","['María Laura Vega, tenía 35 años de edad. Fue asesinada alrededor de las 10.30 de la mañana del lunes en el barrio 4 de Junio por Eduardo Colchad, su expareja y padre de dos hijas que tenían en común.', 'El hecho ocurrió en la vivienda de la víctima, de la cual el hombre había sido excluido meses atrás, el femicida asesinó a la mujer de un disparo con un revólver calibre 32 y salió corriendo con el arma en la mano. ', '“Se escuchó un disparo, vimos a un hombre corriendo con un arma y otra persona detrás gritando que había matado a una chica”, comentó uno de los trabajadores que presenció el hecho.\xa0', 'Según informe policial la Brigada Motorizada de la Policía se encontraba por avenida San Francisco y fue advertida por transeúntes de que una persona de sexo masculino corría con un arma de fuego en la mano. Al llegar el efectivo policial a la intersección de la avenida San Francisco y Santa Rosa y percatarse de la situación, emitió la orden de “alto” y, en ese momento Eduardo Colchad se disparó en la cabeza. Al llegar el personal de Emergencias Médicas Base 4 constató la muerte.', 'Colchad se suicidó a 150 metros de donde mató a la madre de sus hijos, el hombre utilizó el arma homicida en su poder. La camioneta del asesino estaba con las llaves puestas por lo que desde la Justicia se asegura que este fue un crimen premeditado. ', 'Por la tarde se realizó una movilización para reclamar justicia por María Laura y exigir al poder judicial medidas de protección eficientes. Esta movilización fue impulsada por abogadas que defienden a las víctimas que instaron a la sociedad a acompañar el reclamo sin distinción de género. Entre los presentes Ivana Cattaneo manifestó: “cómo puede ser que el juzgado de violencia de género determine que las madres que denuncian los abusos sexuales de sus hijas tengan arrestos domiciliarios o tobilleras, pero los potenciales femicidas no”.\xa0', 'Por su parte Viviana Reinoso, abogada del padre de la víctima, sostuvo que “hay una responsabilidad institucional del Estado” y radicó fuertes críticas al sistema judicial “que dista mucho de ser justicia”. Reinoso expresó que “este poder judicial no nos representa” e instó a la sociedad a tener un debate profundo sobre la ""crisis del poder judicial que estamos atravesando"". Sentenció que “acá tenemos una Justicia que no está a la altura de las circunstancias”.', 'La secretaria de la Mujer y diversidad, Karen Navarro, salió en los medios a hablar sobre la problemática, sobre el tratamiento mediático, sobre la necesidad de una sociedad más comprometida para desarmar la violencia simbólica que sostiene este tipo de crímenes.', 'La Secretaría de la Mujer y Diversidad no intervino en el caso, pero confirmó que la víctima había realizado una denuncia por violencia de género y había tenido una medida perimetral. Esta institución emitió un comunicado lamentando el femicidio de María Laura, advirtiendo “que una vez más pone de manifiesto la gravedad de las violencias en razón del género, problemática estructural que requiere de la revisión permanente de las responsabilidades asumidas en cada organismo con sus respectivas competencias”.', 'Además, explicó que “la violencia machista extrema arrebató la vida a una mujer con la modalidad que deja la marca de impunidad y le quita responsabilidad penal al femicida que se quitó la vida. Esto es una de las formas de las violencias extremas que ocurren en nuestro país.” Cierra el comunicado apelando “a la conciencia colectiva sobre la urgente necesidad de trabajar en conjunto para erradicar las violencias por motivos de género.”', 'Si bien Karen Navarro explicó que la Secretaría de la Mujer no tuvo intervención en el caso, el martes la jueza Jesica Díaz Marano dijo que se libró oficio a esta institución, así como al juzgado del menor. La magistrada informó que la víctima había denunciado a su femicida el 6 de octubre de 2022 en la comisaría cuarta pero que ella no encontró delito.\xa0', 'El 13 de octubre la jueza ordenó la exclusión de Colchad del domicilio que compartía con la víctima y le impone una medida por 120 días que le prohibían acercarse, comunicarse y cesar todo tipo de acto de intimidación ya sea directo e indirecto. Ante los medios de comunicación Díaz Marano dio datos sobre la vida privada de la víctima que la habrían llevado a radicar la denuncia y manifestó que la perimetral no estaba vigente en el momento del hecho porque la víctima no la había renovado. ', 'Según el protocolo de actuación, para el tratamiento de delitos de violencia de género y contra menores dictado por el Tribunal Superior de Justicia, una vez radicada la denuncia, se procede a la apertura de la instrucción judicial, para lo cual el juez ordenará las medidas preventivas, que cesen la situación de violencia y eviten su repetición, sin perjuicio de la formación de nuevos procesos penales por el incumplimiento o por otros delitos cometidos. ', 'Luego de ello, se determina la intervención del Cuerpo Asesor Técnico Interdisciplinario del Juzgado de Violencia de Género y Protección Integral de Menores, u organismos técnicos provinciales, municipales, u organizaciones no gubernamentales idóneas, en las jurisdicciones donde no se hubiere implementado el juzgado especializado. El objeto de tal actuación, es el de elaborar un informe preliminar sobre la situación socio ambiental de la víctima y su grupo familiar, situación de peligro e índice de riesgo en la que se encuentre, daños físicos, psicológicos y económicos o cualquier otra información que el Juez estime conveniente. ', 'Por otra parte, se oficiará la actuación de la Secretaría de la Mujer, a los efectos de solicitar el seguimiento del caso, haciéndoles saber que, además, deberán enviar un informe al Tribunal, cada 15 días con el estado del mismo. ', 'En tanto que el Juzgado confeccionará un Legajo Personal del supuesto agresor, el que se remitirá (con las medidas ordenadas en su contra), a la Policía de la Provincia y a las Comisarías con jurisdicción en el domicilio y en los lugares donde la víctima frecuente, garantizando la efectividad de las medidas dispuestas y el seguimiento del caso. ', 'El Juzgado interviniente, previo a informar a la víctima, podrá realizar otras derivaciones a los organismos competentes y efectuar el respectivo seguimiento.', 'En este caso “toda la conducta que denunció la Srta. Martinez Vega no cuadraba en un tipo penal del código penal pero sí en un contexto de violencia de género que podría indicar eventuales o potenciales peligros, entonces se hace esta medida declarándonos incompetentes, es decir no vamos a instruir ninguna causa porque no hay un delito, pero sí hay una debida diligencia que hacemos nosotros de prima facie porque esto es sin prueba, esto es con solo el relato de la víctima podemos observar que habría indicadores de que ella es víctima de violencia de género entonces se aplica la protección”, relató Díaz Marano ante la prensa.\xa0']"
Por un brote de rabia ya se vacunaron más de 2 mil animales ,2023-04-05T05:00:31-03:00,"El portador de la enfermedad fue un murciélago. ""Una vez vacunados los animales, el riesgo existe para personas por casos de zoonosis, pero es muy bajo”, dijo el secretario de Ganadería de la Provincia, Juan Cárbel.",La situación está controlada según los organismos oficiales,['La Rioja'],"['Un veterinario alertó sobre el comportamiento extraño de un animal bovino y luego de evaluar una muestra tomada de su cerebro diagnosticaron un caso de rabia paresiante.\xa0Ocurrió en Tilimuque un distrito del departamento Chilecito.\xa0', 'La información fue confirmada por la Secretaria de Producción y Medio Ambiente municipal junto a autoridades de SENASA. Se trata de una enfermedad epidémica y recurrente causada por el virus rábico transmitido por el vampiro común Desmodus rotundus, que afecta principalmente a los bovinos, a los equinos, con menor frecuencia a otras especies domésticas, a las personas y a algunos animales silvestres. Es una enfermedad de notificación obligatoria, tanto para los productores como para los veterinarios.', 'El secretario de Ganadería de La Rioja, Juan Cárbel, precisó que, tras el diagnóstico del bovino, el fin de semana se hizo el cierre perimetral a 10 km a la redonda de la zona donde fue diagnosticado el animal, como medida preventiva y para evitar su propagación y un mejor control.\xa0', 'Comentó que llevan adelante estudios y averiguaciones para saber cómo emigró el vampiro y se alojó en el ganado. ""Epidemiológicamente pensamos que este vampiro emigró por los incendios en los Llanos (riojanos) porque no teníamos antecedentes de animales con este tipo de patologías. El murciélago era portador de la rabia, y al picar al otro animal, migró el virus hacia el otro animal"", expresó en Radio La Red.', 'Por otro lado, Cárbel explicó que se está realizando una campaña de vacunación obligatoria para animales de granja y mascotas en la zona, así como también a todo el ganado bovino, caprino, ovino y porcino que se encuentra dentro de esa área. ""Una vez vacunados los animales, el riesgo existe para personas por casos de zoonosis, pero es muy bajo”, aseguró.', '\n', 'Asimismo, la jefa de la Zona Sanitaria III, Sigrid Waidatt, confirmó que la situación está controlada y “la campaña de vacunación masiva lleva más de 2000 animales vacunados que estuvieron cerca y comenzarán a vacunar a animales domésticos”. Además, indicó que se vacunó a los veterinarios y personas que estuvieron trabajando en la zona.']"
"Sangre, sudor y lágrimas",2023-04-04T16:05:05-03:00,Quintela dio un aumento salarial por debajo de la inflación.,La Rioja: entre la inflación y la demora de los fondos nacionales,"['La Rioja', 'Ricardo Quintela', 'Inflación']","['El gobernador riojano Ricardo Quintela informó este martes en persona, un refuerzo salarial de 15 mil pesos a Educación, Seguridad, Salud y Justicia; 12 mil pesos a empleados estatales y 8 mil a los precarizados, incluyendo a los municipios.', '- Resulta obvio que este refuerzo no podrá compensar la inflación reinante, siendo que La Rioja tiene los sueldos públicos más bajos del país.', '- Quintela anunció sin intermediarios este panorama, tal vez pensando que el que está a la cabeza de la administración, el propio gobernador, debe anunciar estas cosas no demasiado edificantes. Mejor decirlo y no andar con mentiras. Vuelve a La Rioja la figura del gobernador ""piloto de tormentas"", un clásico riojano en épocas de vacas flacas.', '- Sobrevuela detrás de todo esto el recorte de fondos de coparticipación y extracoparticipación para La Rioja, y a todas las provincias y distritos, por las restricciones impuestas por el FMI.', '- La candidata a vicegobernadora, Teresita Madera, dijo la semana pasada: el gobernador tiene que ser muy cuidadoso con los recursos, porque Nación se demora con los fondos.', '- Ese eufemismo, ""cuidadoso"", disimula la bronca del gobierno provincial por la deuda gigantesca que tomó Macri, legitimada por la debilidad del presidente Alberto Fernández, a quien chucearon con el default, se arrodilló y se sometió a la deuda.', '- Es altamente probable que en todos los gobiernos provinciales exista el mismo malestar, pero en Quintela es gigantesco, porque su lealtad al gobierno nacional del FDT fue siempre total y sin fisuras.', '- Estando así las cosas, a poco más de un mes para las elecciones provinciales del 7M, habrá que ver el impacto social de este aumento ""corto"". Si Quintela gana la reelección, algo que según la calle está ""cantado"", su segundo periodo estará signado por la escasez de recursos, por la situación general del país y el sometimiento al FMI. Una etapa de sangre, sudor y lágrimas. Algo de eso se vio en el anuncio de hoy martes.\xa0\xa0']"
El obispo de La Rioja se ofreció para mediar en el conflicto gremial ,2023-04-04T05:00:11-03:00,"El gremio de la salud pide la renuncia del ministro de Salud, Juan Carlos Vergara.",Personal docente y de salud sigue de paro,['La Rioja'],"['La Iglesia riojana opinó sobre el conflicto salarial que atraviesa el Gobierno provincial con gremios de salud y educación. El obispo Dante Braida afirmó, este lunes, que puede ser nexo para el diálogo en un conflicto que hasta el momento no encuentra salida. “Nosotros expresamos nuestro dolor profundo por los derechos fundamentales que no están siendo atendidos. Pedimos revisar las posturas que cuando son muy rígidas nunca permiten una puerta de diálogo. Expresamos nuestra disposición a contribuir a la promoción del diálogo para destrabar el conflicto. Hemos tenido contactos con distintos sectores y estamos haciendo instancias de diálogo puntales para ver por donde se destraba el asunto”, afirmó el Obispo en declaraciones a Riojavirtual Radio.', 'La Pastoral Social y el Consejo de Educación Católica de la Diócesis de La Rioja, emitieron un comunicado en el que expresaron “la preocupación por los conflictos en el sistema educativo que ha impedido el inicio del ciclo lectivo 2023, y los que afectan la atención de la Salud de la población"".\xa0\xa0', '""Creemos que se está dejando de lado el derecho fundamental de las personas de acceder a los servicios de salud y educación, y cuanto más, si esta situación afecta a los sectores más vulnerables de la sociedad. Es por esto que, desde una clara perspectiva de derechos humanos, se deben buscar todos los caminos para garantizar los derechos a la salud y a la educación ya que constituyen dos derechos humanos básicos e inalienables”, señalaron. ', 'En su Homilía del Domingo de Ramos, Braida expresó que “quien es llamado a ser dirigente social o político tiene que manifestar este amor de Dios en una entrega incondicional buscando el bien común de todo el pueblo, asumiendo el sufrimiento por llevar adelante honestamente su misión, ocupándose de velar por el respeto de los derechos de todos especialmente de los más vulnerables”.', 'El gremio que nuclea a profesionales de la salud (APROSLaR) expresó su malestar por la aplicación de descuentos por el paro y determinaron seguir con las medidas de fuerza por tiempo indeterminado. Piden la renuncia del ministro de Educación, Juan Carlos Vergara y del secretario de Salud, Gonzalo Calvo “por falta de gestión”. ', '\n', 'Desde AMP, el secretario General Rogelio De Leonardi, sostuvo que el Gobierno “quieren paros salvajes y van a tener paro salvaje”. Adelantó que esperan respuestas hasta el miércoles y sino, determinarán como seguir con el plan de lucha por aumento salarial.\xa0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Quiroga será juzgado por lesiones leves pero tiene intento de femicidio,2023-04-03T05:00:40-03:00,"Mañana inicia el juicio a José Raúl Quiroga por lesiones leves tras haber sido denunciado por intento de femicidio, violación, secuestro y amenazas.",Inicia el juicio al Loco de la fusta en Villa Unión,"['La Rioja', 'violencia de género']","['En diálogo con La Rioja 12, la sobreviviente relató: “cuando yo comienzo a notar sus conductas violentas decido cortar la relación”. Quiroga ya tenía una colección de denuncias por violencia de género al iniciar su relación con esta mujer, pero ella no lo sabía.', 'La relación de LT con Quiroga comenzó en 2019, “los primeros 4 meses fueron de ensueño”, contó. LT lo denunció por primera vez en la ciudad capital de La Rioja tras una golpiza que padecieron ella y su hija a finales de 2019. Por esa denuncia “él estuvo preso, habían medidas y apenas salió fue a buscarme”, relató la mujer con mucho pesar explicando que volvió con él y que “ahí fracturó la relación con mi hija”. Antes de la golpiza su hija le había advertido a LT que Quiroga era peligroso porque todos en el pueblo conocían la historia de María, una sobreviviente anterior que previo de llegar a juicio por violación y secuestro falleció en un cuestionado accidente. ', 'Cuando LT intentó dejarlo nuevamente, “él choca con su moto contra una casa” y resulta gravemente herido y empieza a hacerla sentir culpable de toda la situación. “Yo sinceramente me sentía responsable de que él se haya intentado quitar la vida por mí, porque es lo que yo creí”. Ella lo acompañó durante toda la recuperación y continuaron juntos, pero por lo que relata, ante cualquier diferencia él le recordaba “no te olvides nunca que yo casi me mato por vos”. ', 'Quiroga llega a juicio por lesiones leves, pero LT pidió la carátula de tentativa de femicidio.', 'En total son seis las denuncias, cuatro que LT radicó contra Quiroga, más dos que efectuó su hija. La primera fue en noviembre de 2019, “por esa golpiza en capital me terminan haciendo un punto en la nariz, y debí usar un cuello ortopédico porque resintió mi cervical, y ahí también le pega a mi hija”. En esa ocasión debieron llamar a la ambulancia por el excesivo sangrado de LT y fue en el hospital en donde las instaron a radicar esta denuncia. “Esta causa creo que ni está instruida, porque no me hablaron para ratificarla”, señaló LT. ', '“La segunda fue a raíz de un abuso sexual en Villa Unión”, explicó la sobreviviente. En agosto de 2020 radicó otra: “la tercera es porque casi me mata en frente de mi hijo, que es la que está hoy elevada a juicio, mal caratulada, mal instruida”, afirmó LT, mientras entre lágrimas expresa que su hijo es autista y tenía 7 años cuando presenció el violento episodio “él casi me mata”, insiste. “Mi hijo gritó, gritó tan fuerte que mi madre lo logró escuchar, y mi madre entra a la habitación y me salva, yo ya escuchaba como desde lejos y trataba de no irme, porque él me estaba estrangulando”, cuenta la sobreviviente mientras seca sus lágrimas. “Yo a mi cuerpo ya no lo sentía, estaba toda adormecida, no tenía fuerzas, no podía moverme, solo escuchaba el grito de mi hijo a lo lejos y de repente la voz de mi madre y ahí sí como una bocanada de aire”.', 'LT relató que la había golpeado tanto que le fracturó la nariz: “mi boca sangraba, mi nariz sangraba, mis ojos sangraban”, recordó. La policía fue con el móvil y ella les pidió quedarse porque su hijo estaba en crisis. Ella propuso ir al otro día a radicar la denuncia, pero cuando el móvil se fue, Quiroga y su madre fueron a solicitarle a LT que no realizara la denuncia, así fue como las tuvo una semana secuestradas en su propia casa tomando a su hijo de rehén. Ella cuenta que él la drogó y que le impidió acceder a asistencia médica cuando manifestaba que estaba con dificultades para respirar. En dos oportunidades volvió el móvil de la policía preguntando por LT porque no había ido a radicar la denuncia y Quiroga tomando al niño por el cuello mandaba a la madre de LT a decirles que se fueran que estaba todo bien. Por las lesiones de este episodio debió hacerse una cirugía reconstructiva de la nariz y debió tener dos meses “unos caños de silicona que se me incrustaban en la frente”.', 'La cuarta denuncia fue por una amenaza de muerte que él le realizó en la comisaría, mientras ella intentaba recuperar sus cosas que estaban en la casa de él. A raíz de esta denuncia Quiroga estuvo detenido pero por un error administrativo lo dejaron en libertad sin siquiera avisarle a la víctima que se enteró porque alguien del pueblo lo vio: “el cuerpo anda suelto, cuidate”, le avisaron y ella por miedo tuvo que viajar junto a su hijo y su madre. ', 'Quiroga espera el juicio en libertad y en ese marco sucedió un episodio que derivó en la segunda denuncia que radicó la hija de LT por amenazas en 2022. ', 'La sobreviviente explicó que le costó mucho sobrellevar todo lo vivido y sostuvo que sin el acompañamiento de la Secretaría de la Mujer y el Observatorio de la Víctima no estaría en las mismas condiciones. “Yo le tengo que agradecer muchísimo a Karen Navarro porque fue ella la que me dijo, acá tenés la psicóloga y vas o vas”, recordó y dijo que ella en aquel entonces transitaba un delicado estado de salud mental, pero creía que no requería de dicha asistencia, y gracias a eso “me puede reconstituir”, afirmó. ', 'Ademá señaló que gracias a la psicóloga y la psiquiatra está en condiciones de poner en palabras lo vivido y desarrollarse a pesar del miedo que jamás dejó de acecharla. A su vez manifestó que en su pueblo se la juzga mucho más a ella que a su agresor. “Nadie sabe lo que le cuesta a una víctima llegar a denunciar, todos los miedos, todas las vergüenzas que uno siente al verse tan expuesta y tan vulnerable, contando sus miserias y que encima no te escuchen con seriedad”, lamentó. ', '\n', '“¿Otra vez vos?”, le decían al radicar un nuevo hecho. LT siente que el sistema judicial le ha fallado: “me ha fallado a mí, le ha fallado a mi hijo, le ha fallado a mi madre y le está fallando a las víctimas que están después de mí, porque hay más”. Ella siente que él es un femicida impune “de hecho él mismo se jacta de eso”. En este sentido recordó que eran frecuentes sus amenazas, que si alguna vez ella intentaba denunciarlo no iba a llegar a juicio porque iba a terminar como María, dijo.']"
Los memes y la vida,2023-04-10T09:27:41-03:00,,Racismo diario,"['antirracismo', 'Humor digital']",[]
Don Antonio Rosa el sargento inmortal,2023-04-07T08:00:08-03:00,,Color piel ,"['afrodescendientes', 'Afroargentinos']","['La foto apareció en la revista Caras y Caretas en noviembre de 1916. Don Antonio Rosa posaba a sus 121 años con su traje de sargento y sus dos medallas al valor en combate obtenidas en la Guerra del Paraguay.', 'Rosa nació en 1795 en la ciudad de Buenos Aires, se casó dos veces y tuvo 19 hijos. Luego de retirarse a los 63 años, tras haber estado en numerosos combates, volvió a Buenos Aires y se instaló al sur de la ciudad. Católico devoto y radical, al costado de su cama, cuenta la crónica, tenía una foto de Alem.']"
